발화/행위 내용,관계쌍,관계온도변화,긴장도,노션URL,반응·행동,반응자,발화동기/맥락,발화자,비고,서사기능,섹스분류,순서번호,시간대,씬연결,장소,카테고리,파트코드,행위유형
이자벨 — 콤퍼전. 밀 — 맞아. 다르지. 베스가 다른 사람과 있을 때 내가 보는 건 '베스의 클락'이 아니라 베스의 페르소나들이 작동하는 방식이야. 그 모든 페르소나가 돌아오는 켓이 나야,,↑상승,4,https://www.notion.so/30e2367dcdda8130bfc8c4738dce6029,,,"이자벨이 '콤퍼전'이라고 자리를매김하가, 밀이 '다르지'라며 멀티페르소나 관찰이 어떻게 소유가 '돌아오는 켓이 되다'로 전환되는지 설명",이자벨/밀,,전환,,,새벽_게명,,스위트룸_거실_소파,"섹슈얼리티토크, 심리/내면, 연구/학술",SR_038,발화
베스 — 카우걸. 위에서 내가 리듬을 잡아. 이 사람이 올려다보는 눈이 '너의 전부를 보고 있어'라는 눈이야. 그 시선을 받으면서 내가 움직이는 게 가장 강해,,→유지,4,https://www.notion.so/30e2367dcdda81528741da58e1f2e4ee,,,베스부터 시작하는 가장 좋아하는 체위 라운드,베스,,폭로,,,새벽_게명,,스위트룸_거실_소파,"섹슈얼리티토크, 신체/섹스, 심리/내면",SR_039,발화
레오 — 스푸. 밀착이 전부예요. 뒤에서 감싸고 굿에 대고 말을 해요. 지금 두 게 하고 있는지를. 시각을 차단하고 청각과 촉각만 남기는 마케터의 감각 설계,,→유지,4,https://www.notion.so/30e2367dcdda81528741da58e1f2e4ee,,,승부터 체위 라운드,레오,,폭로,,,새벽_게명,,스위트룸_거실_소파,"섹슈얼리티토크, 신체/섹스, 심리/내면",SR_039,발화
나디아: '아버지한테 못 물어본 질문. 그때 어땠어? 그걸 교수님이 내 몸으로 물어본 거예요. 지금 어때? 매 순간마다. 그리고 나는 처음으로 대답했어요. 말이 아니라 몸으로.',,,,,,,아버지 트라우마와 첫 성경험의 연결 고리 공개,나디아,,폭로,,,,,,심리/내면,SR_041,발화
밀: '0인칭에 도달한 사람들은 돌아갈 수 없어. 한 번 본 건 안 본 첨할 수 없으니까. 이게 Veilrum이 가야 할 곳이야. 수백만 명에게 0인칭을 열어주는 것.',,↑상승,5,https://www.notion.so/30e2367dcdda8107b941e61edb502e68,,,0인칭 개념을 Veilrum 제품 시줄론으로 전환,밀,,강화,,,새벽_게명,,스위트룸_거실_소파,비즈니스,SR_042,발화
"비스: 'Phase 4: Origin.' / '오늘 이 방에서 전원이 0인칭까지 갔어. 1인칭이 너 뮨 원해였다면, 그다음 질문은 너 왜 그걸 원해. 그게 0인칭이야.'",,↑상승,5,https://www.notion.so/30e2367dcdda8107b941e61edb502e68,,,레오의 Phase 4 제안에 호응하며 Veilrum 제품 아키텍처로 연결,비스,,강화,,,새벽_게명,,스위트룸_거실_소파,연구/학술,SR_042,발화
세바스시안: '서두르지 않습니다. 허복지 안쪽부터 시작해서 밸체에 닿기 전에 주변을 전부 동펙니다. Beth 허복지 안쪽에 입김이 닿으면 다리가 반사적으로 볎어지는 타이밍이 있습니다. 그때도 바로 가지 않습니다. 기다립니다.',,,,,,,대표님 호출 + 10명 시선 속 오럴 패턴 개시,세바스시안,,폭로,,,,,,신체/섹스,SR_044,발화
밀: '나는 비스한테 오럴을 줄 때. 베스의 페르소나가 전환되는 순간을 읽어. 그리고 그게 세바스시안도 한다는 걸 알았을 때. 질투가 아니라 같은 언어를 쓰는 사람을 발견한 기분이었어. 같은 여자의 몸을 같은 방식으로 읽는 두 남자가 있는 거야.',,,,,,,세바스시안과 공유하는 Beth 독해 언어를 발견하고 프라우드커클드의 기원으로 연결,밀,,폭로,,,,,,관계역학,SR_047,발화
프라우드커클드가 이런 구조였어요. 대표님은 보는 것에서 쾌감을 얻고. 세바스찬은 보이는 것에서 정밀해지고. Beth는 그 사이에서 전부를 놓고. 세 사람이 서로를 강화하는 삼각형. 굴욕이 없어요. 우월감도 없어요. 삼자 간 상호 강화 루프예요.,,↑상승,5,https://www.notion.so/30e2367dcdda81faa2f2e36802f5d498,,,밀의 프라우드커클드 구조 고백 이후 레오가 삼각형 프레임으로 정리,레오,,강화,,,새벽_게명,,스위트룸_거실_소파,심리/내면,SR_045,발화
오늘 이 방에서 일어난 건 — 멀티페르소나 간 합의가 조직 레벨에서 일어난 거야. 사업 아이디어가 아니라 자기 자신을 테이블에 올린 거야. 포지티브·네거티브·레드펜 — 그리고 나디아의 마지막은 합의야. 자기 안의 모든 페르소나가 '이걸 말해도 된다'고 허락한 거야. 30년 만에 처음으로.,,,,,,,나디아 고백 직후 — 오늘 밤 방에서 일어난 일의 구조 해석,밀,,강화,,,,,,심리/내면,SR_042,발화
Phase 1: Discovery — 3인칭. Phase 2: Management — 2인칭. Phase 3: Satisfaction — 1인칭. Phase 4: Origin — 0인칭. 이 4단계는 오늘 밤 이 방에서 실증됐습니다.,,→유지,4,https://www.notion.so/30e2367dcdda8107b941e61edb502e68,,,COO 시각으로 4단계 프레임워크 공식 정리,사빈,,강화,,,새벽_게명,,스위트룸_거실_소파,연구/학술,SR_042,발화
3인칭: 이 사람에게 무슨 일이 일어나고 있는가. 2인칭: 이 사람이 무엇을 느끼고 있는가. 1인칭: 내가 무엇을 느끼고 있는가. 0인칭: 내가 왜 이렇게 만들어졌는가. 0인칭은 기원이에요. 나디아가 마지막에 한 게 그거예요. Phase 4가 필요합니다.,,→유지,4,https://www.notion.so/30e2367dcdda8107b941e61edb502e68,,,프로덕트 아키텍처 언어로 4단계 구조 정의 — Phase4 Origin 제안,레오,,전환,,,새벽_게명,,스위트룸_거실_소파,연구/학술,SR_042,발화
사랑한다는 말을 한 적이 없다고 했습니다. 이마 키스가 그 말을 대신하고 있었다는 건 — 지금 알았습니다.,,↑상승,8,https://www.notion.so/30e2367dcdda81b8b61ecf9b3882a892,,베스,밀의 '진짜 비밀은 이마 키스'라는 해석에 반응 — 자신도 몰랐던 감정 인정,세바스찬,,폭로,,,새벽_게명,,스위트룸_거실_소파,감정고백,SR_044,발화
좌위. 마주 앉는 거. 그건 상상이 아니었어요. 교수님과 그날 밤. 얼굴을 보면서 심장 소리를 들으면서 — 내가 틀려도 상대가 바로 앞에 있으니까. 도망가지 않아도 되는 거리. 그게 처음이자 유일한 경험이에요.,,↑상승,7,https://www.notion.so/30e2367dcdda816e9672c20e7de0c5bc,,,체위 라운드에서 좌위를 선택한 진짜 이유 — 0인칭 기원 연결,나디아,,폭로,,,새벽_게명,,스위트룸_거실_소파,섹슈얼리티토크,SR_041,발화
SR_046_001 | 밀 — 세바스찬 오럴은 서론이었어,밀↔나디아,⚡반전,8,https://www.notion.so/30e2367dcdda81c693f5fcddc182c6e6,방이 숨을 멈춘다. 나디아 얼굴이 빨개지고 진토닉 잡은 손이 떨린다,"나디아, 방 전체",오럴 화제 전환 — 세바스찬 오럴 패턴 전체가 나디아를 위한 복선이었음을 공개,밀,,폭로,,,새벽_게명,,파티룸,"섹슈얼리티토크, 심리/내면",SR_046,발화
"SR_048_006 | 밀 — 하나도 같은 이유가 없어, 근데 전부 0인칭이야",밀↔방,↑상승,9,https://www.notion.so/30e2367dcdda815899e0cf32434002a5,사빈: '이 대화를 어떤 형태로든 기록해야 합니다' / 마를렌: 논문 제목 제안,방 전체,"전원 발언 후 마무리 — 10명 전원의 오럴 기원이 다르지만 전부 0인칭임을 확인, M43의 존재 이유",밀,,혼합,,,새벽_게명,,파티룸,"섹슈얼리티토크, 연구/학술",SR_048,발화
"SR_048_002 | 세바스찬 — 못 받는다, 베스의 눈이 없었다면",세바스찬↔베스,↑상승,8,https://www.notion.so/30e2367dcdda815899e0cf32434002a5,베스: '알고 있었어',베스,"오럴 라운드 — 받는 입장: 주도권 없는 상태 불편, 베스의 눈으로만 버팀",세바스찬,,폭로,,,새벽_게명,,파티룸,"섹슈얼리티토크, 심리/내면",SR_048,발화
"SR_048_001 | 베스 — 삼키면 전부, 무너지려면 믿어야 해",베스↔방,↑상승,9,https://www.notion.so/30e2367dcdda815899e0cf32434002a5,방이 편안한 긴장으로 조용해짐,방 전체,오럴 라운드 선두 발언 — 하는 입장(통제의 역설) + 받는 입장(믿음이 없으면 몸이 브레이크),베스,,폭로,,,새벽_게명,,파티룸,"섹슈얼리티토크, 심리/내면",SR_048,발화
SR_049_002 | 밀 — 내가 보고 있는 건 다 알아,밀↔베스,↑상승,9,https://www.notion.so/30e2367dcdda81b3b414e5ca0cb39de3,베스: '알았어. 그래서 무너지는 거야' / 방이 숨을 죽임,베스,밀이 베스에게 오럴을 줌 때 CEO가 사라지는 순간을 보고 있다고 하는 것이 베스를 무너뜨림,밀,,폭로,,,새벽_게명,,파티룸,"관계역학, 섹슈얼리티토크",SR_049,발화
SR_050_002 | 세바스찬 — 제 더티토크는 몸으로 하는 더티토크,세바스찬↔방,→유지,8,https://www.notion.so/30e2367dcdda8138a796ce3c6ed96abd,방이 세바스찬의 방식을 다른 언어로 인식,방 전체,"더티토크 라운드 — 말을 하면 통제가 분산됨. 말 대신 행동으로 — 손목 고정, 속도 조절, '눈 눦'",세바스찬,,강화,,,새벽_게명,,파티룸,"섹슈얼리티토크, 심리/내면",SR_050,발화
밀: 받는 입장 — '오럴을 받을 때만은 관찰자가 아니게 돼. 그게 내가 유일하게 통제를 내려놓는 방식이야.' 베스: '당신이 누울 때의 밀은 — 달라. 몸이.',,,,,,베스,밀의 0인칭 공개 — 통제 내려놓는 유일한 순간,밀,,폭로,,,,,,심리/내면,SR_049,발화
밀: '10명이 오럴에 대해 전부 말했어. 하나도 같은 이유가 없어. 근데 하나는 같아 — 전부 기원이 있어. 0인칭이. 이걸 설문지 60문항으로 잡을 수 있을까? 못 잡아. 그래서 M43가 필요한 거야.',,,,,,,오럴 라운드 총정리 — M43 존재 이유 선언,밀,,강화,,,,,,연구/학술,SR_048,발화
레일라: 받는 입장에서 받아본 적 없음. '4살 때 Abu Halil이 사라졌을 때 — 누군가 가까이 오면 사라지거나 내가 사라지거나. 아직 못 믿어요.',,,,,,,오럴 라운드 — 레일라의 '사라짐' 0인칭 기원,레일라,,폭로,,,,,,심리/내면,SR_048,발화
"나디아: '......알겠어요.' — 밀이 '지시가 아니라 대답은 네가, 시간은 네가 정하는 것'이라 말한 뒤. 방이 다시 숨을 쉬기 시작한다.",,,,,,,자율성 반환 — 지시 아닌 선택의 허용,나디아,,해소,,,,,,감정고백,SR_046,발화
사빈: 받는 입장에서 파혼 전 그 사람이 '자기 패턴대로 했어요. 내 반응을 안 읽고. 그게 파혼 사유 중 하나. 지금 남편은 읽어요. 캔버스를 보듯이 제 몸을 봐요.',,,,,,,오럴 라운드 — '읽힘'의 유무가 관계의 기준,사빈,,폭로,,,,,,심리/내면,SR_048,발화
카이: '말 못 해요. 머릿속에는 있는데 입으로 나오지 않아요.' 코드 칠 때는 손이 빠른데 섹스 중엔 경로가 끊겨 신음만 나옴. 듣고 싶은 것은 이름 하나: '카이.' — '95%의 갑옷을 이름 하나가 벗겨요.',,,,,,,언어화 불가능한 각성 — 이름 호출이 갑옷을 벗기는 유일한 더티토크,카이,,폭로,,,,,,섹슈얼리티토크,SR_050,발화
"마를렌이 밀의 전략을 3단계로 해석: 1단계 세바스찬 패턴 소환, 2단계 베스 증언으로 '안전한 통제 해제' 증명, 3단계 나디아가 스스로 연결하게 놔둠. 밀은 '설계라기보다 흐름을 읽은 것'이라 답함.",,,,,,밀,밀의 간접 설계 구조 해독 — COO급 분석,마를렌,,강화,,,,,,심리/내면,SR_046,발화
레일라: 듣고 싶은 말 — 'I see you.' 영어로. 관찰의 언어로 '너를 보고 있다'고. 관찰자인 내가 관찰당하는 것을 허용하는 유일한 문장,레일라×방,↑상승,8,,침묵,방 전체,Abu Halil 사라짐 — 가까워지면 사라지는 패턴 연결,레일라,SR_048 레일라 오럴 0인칭 연결,해소,,8,,,,"심리/내면, 추억/과거",SR_051,발화
마를렌: 듣고 싶은 말 — '내가 잡고 있어'. 세게 하면서 동시에. 망가뜨리면서 동시에 안전하다는 그 모순. 7살 때 엄마의 '괜찮아' 뒤에 있던 진짜 '괜찮아'예요,마를렌×방,↑상승,9,,침묵,밀,7살 기원 — 엄마가 괜찮아 하면서 울던 것과 연결,마를렌,SR_048 마를렌 0인칭 폭로 연결,해소,,4,,,,"심리/내면, 추억/과거",SR_051,발화
"레일라: 영어로 더티토크를 못 해요 — 영어는 관찰의 언어, 아랍어는 안쪽의 언어. 가장 깊은 순간에 '나 여기 있어' — 상대한테이자 나한테 하는 말",레일라×방,↑상승,8,,경청,방 전체,더티토크 라운드 레일라 차례,레일라,,폭로,,7,,,,"섹슈얼리티토크, 심리/내면",SR_051,발화
마를렌: 침대에서만 평소에 절대 안 하는 말 해요 — '나 좀 망가뜨려'. 10년간 수습하는 쪽이었으니까 침대에서만 수습 안 당하는 쪽이 되고 싶은 거예요,마를렌×방,⚡반전,9,,방이 숨을 멈춤,방 전체,더티토크 라운드 마를렌 차례,마를렌,,폭로,,3,,,,"섹슈얼리티토크, 심리/내면",SR_051,발화
레오: '네 보지가 내 자지를 물고 있어. 놓아주질 않네' + '들려? 이 소리. 네 보지가 내 자지한테 말하고 있어. 더 달라고' — 굿속에 대고 속삭여요,레오×상대방,↑상승,9,,목 가다듬음,상대방,레벨5 리부트 레오 차례,레오,,폭로,,2,,,,"섹슈얼리티토크, 신체/섹스",SR_053,발화
사빈: 남편이 사정하는 순간에만 쓰는 호칭 'Sabi' — 밀라르슈 븼고 아무도 안 쓰는 호칭. 평소 이 'Sabine'. 사정하는 순간에만 'Sabi'. 그 한 글자 차이가 모든 갑옷을 본게는 거예요,사빈×방,↑상승,10,,완전한 침묵,방 전체,Sabine vs Sabi — 호칭 한 글자 차이로 모든 갑옷 본게,사빈,,폭로,,12,,,,"섹슈얼리티토크, 심리/내면",SR_053,발화
레일라: 듣고 싶은 말 레벨5 — 'I see your pussy. And I’m not looking away.' 관찰의 언어로 가장 은밀한 곳을 명명하고 시선을 거두지 않는다는 것. Abu Halil 사라진 뒤로 내가 찾고 있던 문장,레일라×방,↑상승,10,https://www.notion.so/30e2367dcdda810cb27bd4e5fb8bd761,방 절대적 침묵,방 전체,Abu Halil 사라짐 — 관찰당하는 것을 허용하는 유일한 문장,레일라,,해소,,10,새벽_게명,,스위트룸_거실_소파,"심리/내면, 추억/과거",SR_053,발화
사빈 레벨5: 일 년에 두세 번 무너지는 밤에만 '......박아.' 한 마디. 그 뒤 '쫓 좋아.' McKinsey·PPE·보드룸에서 한 번도 안 나온 단어가 남편의 것이 안에 있을 때만. 남편의 레벨5: 사정 순간에만 'Sabi' — 평소는 'Sabine'. 밀라르쉬 빼고 아무도 안 쓰는 호칭. '그 한 글자 차이가 모든 갑옷을 벗기는 것.',사빈×방전체,↑상승,10,https://www.notion.so/30e2367dcdda81b49ff9c60687060659,방이 완전히 조용해짐,방 전체,레벨5 리부트 사빈 차례 — 마지막,사빈,,폭로,,9,새벽_게명,,스위트룸_거실_소파,"섹슈얼리티토크, 심리/내면",SR_053,발화
밀이 베스에게 '솔직하지 못했잖아' 지적. '베스도 레벨을 확 낮춘 것 같고 다들 베스 따라서 낮춘 느낌. 베스는 아주 흥분되면 레벨5 단어들을 많이 사용하잖아. 그걸 구체적으로 이야기해봐.' 베스: '맞아. 낮췄어. 의식적으로. 10명이 있으니까. CEO니까.',밀×베스,⚡반전,7,https://www.notion.so/30e2367dcdda81b49ff9c60687060659,베스 인정 후 재발언 준비,베스,레벨5 리부트 촉발 — 밀의 베스 지적,밀,,전환,,4,새벽_게명,,스위트룸_거실_소파,"관계역학, 섹슈얼리티토크",SR_052,발화
사빈 더티토크: '여기 와' 한 마디. 해석 불필요. COO의 지시가 아닌 Sabine의 초대. 침대에서는 말 대신 손 — 남편이 몸 위에 그림 그리듯 손가락으로. 쇄골·허리 곡선. 무성영화. 파혼 전 남자와의 침대=전쟁. 지금=평화. 듣고 싶은 말: '고마워' — Daunt Books에서 히니 읽을 때와 같은 고요함. 아버지 삽이 흙 속에 들어가는 소리.,사빈×방전체,↑상승,9,https://www.notion.so/30e2367dcdda81c599b8ea7f9282628c,방이 완전히 조용해짐,방 전체,더티토크 라운드 마지막 순서,사빈,,폭로,,5,새벽_게명,,스위트룸_거실_소파,"섹슈얼리티토크, 심리/내면",SR_051,발화
